LeadID,Address,Owner,PrimaryPhone,PhonesCount,PrimaryEmail,EmailsCount,HasDNC,Cached
dup-test-23,"113 Elgin Ave"," Collingswood",+1-555-6509,2,duptest23@example.com,1,0,1
dup-test-24,"113 Elgin Ave"," Collingswood",+1-555-5033,3,duptest24@example.com,2,0,0
dup-test-25,"113 Elgin Ave"," Collingswood",+1-555-6238,3,,0,0,0
dup-test-26,"113 Elgin Ave"," Collingswood",+1-555-8617,3,duptest26@example.com,1,0,1
dup-test-27,"113 Elgin Ave"," Collingswood",+1-555-1900,3,,0,0,1
dup-test-28,"113 Elgin Ave"," Collingswood",+1-555-5468,3,duptest28@example.com,1,1,0
dup-test-29,"113 Elgin Ave"," Collingswood",+1-555-3203,2,duptest29@example.com,2,0,1
dup-test-30,"113 Elgin Ave"," Collingswood",,0,duptest30@example.com,2,0,0
dup-test-31,"113 Elgin Ave"," Collingswood",+1-555-3367,2,,0,0,0
dup-test-32,"113 Elgin Ave"," Collingswood",+1-555-3270,2,duptest32@example.com,1,0,0
dup-test-33,"113 Elgin Ave"," Collingswood",+1-555-6851,1,,0,0,1
dup-test-34,"113 Elgin Ave"," Collingswood",+1-555-6593,1,duptest34@example.com,1,1,0
dup-test-35,"113 Elgin Ave"," Collingswood",+1-555-2652,3,duptest35@example.com,2,0,0
dup-test-36,"113 Elgin Ave"," Collingswood",,0,duptest36@example.com,1,1,0
dup-test-37,"113 Elgin Ave"," Collingswood",,0,duptest37@example.com,1,0,0
dup-test-38,"113 Elgin Ave"," Collingswood",+1-555-4569,3,,0,0,0
dup-test-39,"113 Elgin Ave"," Collingswood",+1-555-4802,1,duptest39@example.com,1,0,0
dup-test-40,"113 Elgin Ave"," Collingswood",+1-555-2732,3,duptest40@example.com,2,1,0
dup-test-41,"113 Elgin Ave"," Collingswood",+1-555-7164,3,,0,0,0
dup-test-42,"113 Elgin Ave"," Collingswood",+1-555-9701,1,,0,0,0
dup-test-43,"113 Elgin Ave"," Collingswood",+1-555-5046,1,duptest43@example.com,2,1,1
dup-test-44,"113 Elgin Ave"," Collingswood",+1-555-2493,3,duptest44@example.com,2,0,0
dup-test-45,"113 Elgin Ave"," Collingswood",,0,duptest45@example.com,2,0,1
dup-test-46,"113 Elgin Ave"," Collingswood",+1-555-9215,2,duptest46@example.com,2,0,1
dup-test-47,"113 Elgin Ave"," Collingswood",+1-555-2019,2,duptest47@example.com,2,0,1
dup-test-48,"113 Elgin Ave"," Collingswood",,0,duptest48@example.com,1,0,0
dup-test-49,"113 Elgin Ave"," Collingswood",,0,duptest49@example.com,1,0,1
dup-test-50,"113 Elgin Ave"," Collingswood",+1-555-4901,3,duptest50@example.com,2,1,0
dup-test-51,"113 Elgin Ave"," Collingswood",+1-555-8502,1,duptest51@example.com,1,0,0
dup-test-52,"113 Elgin Ave"," Collingswood",+1-555-8351,1,duptest52@example.com,1,0,0
dup-test-53,"113 Elgin Ave"," Collingswood",,0,duptest53@example.com,2,0,1
dup-test-54,"113 Elgin Ave"," Collingswood",+1-555-4453,3,duptest54@example.com,2,0,0
dup-test-55,"113 Elgin Ave"," Collingswood",+1-555-5201,3,duptest55@example.com,1,0,0
dup-test-56,"113 Elgin Ave"," Collingswood",+1-555-1670,1,duptest56@example.com,1,0,0
dup-test-57,"113 Elgin Ave"," Collingswood",,0,duptest57@example.com,1,0,0
dup-test-58,"113 Elgin Ave"," Collingswood",+1-555-7779,2,duptest58@example.com,2,0,0
dup-test-59,"113 Elgin Ave"," Collingswood",+1-555-4608,1,duptest59@example.com,2,0,0
dup-test-60,"113 Elgin Ave"," Collingswood",+1-555-8965,1,duptest60@example.com,2,0,0
dup-test-61,"113 Elgin Ave"," Collingswood",+1-555-8573,1,duptest61@example.com,1,0,0
dup-test-62,"113 Elgin Ave"," Collingswood",+1-555-9541,2,duptest62@example.com,2,0,0
dup-test-63,"113 Elgin Ave"," Collingswood",,0,,0,0,1
dup-test-64,"113 Elgin Ave"," Collingswood",,0,,0,1,0
dup-test-65,"113 Elgin Ave"," Collingswood",+1-555-2332,2,duptest65@example.com,1,1,0
dup-test-66,"113 Elgin Ave"," Collingswood",+1-555-4655,2,,0,0,0
dup-test-67,"113 Elgin Ave"," Collingswood",+1-555-7857,3,duptest67@example.com,1,0,0
dup-test-68,"113 Elgin Ave"," Collingswood",+1-555-5264,2,duptest68@example.com,2,0,1
dup-test-69,"113 Elgin Ave"," Collingswood",+1-555-1390,2,duptest69@example.com,2,0,0
dup-test-70,"113 Elgin Ave"," Collingswood",+1-555-2732,3,duptest70@example.com,2,0,0
dup-test-71,"113 Elgin Ave"," Collingswood",,0,duptest71@example.com,2,0,0
dup-test-72,"113 Elgin Ave"," Collingswood",+1-555-4967,2,duptest72@example.com,1,0,0
dup-test-73,"113 Elgin Ave"," Collingswood",+1-555-2553,3,,0,0,0
dup-test-74,"113 Elgin Ave"," Collingswood",+1-555-7599,2,duptest74@example.com,2,0,1
dup-test-75,"113 Elgin Ave"," Collingswood",,0,,0,0,1
dup-test-76,"113 Elgin Ave"," Collingswood",+1-555-8699,2,,0,0,0
dup-test-77,"113 Elgin Ave"," Collingswood",+1-555-2697,1,duptest77@example.com,2,0,1
dup-test-78,"113 Elgin Ave"," Collingswood",+1-555-4443,3,duptest78@example.com,2,0,1
dup-test-79,"113 Elgin Ave"," Collingswood",+1-555-1010,1,duptest79@example.com,1,0,0
dup-test-80,"113 Elgin Ave"," Collingswood",+1-555-8950,1,duptest80@example.com,1,0,0
dup-test-81,"113 Elgin Ave"," Collingswood",+1-555-6393,1,duptest81@example.com,1,0,0
dup-test-82,"113 Elgin Ave"," Collingswood",+1-555-7246,2,,0,0,0
dup-test-83,"113 Elgin Ave"," Collingswood",,0,duptest83@example.com,2,0,1
dup-test-84,"113 Elgin Ave"," Collingswood",+1-555-7841,1,duptest84@example.com,2,0,0
dup-test-85,"113 Elgin Ave"," Collingswood",+1-555-6181,1,duptest85@example.com,2,0,0
dup-test-86,"113 Elgin Ave"," Collingswood",+1-555-4398,3,duptest86@example.com,2,0,0
dup-test-87,"113 Elgin Ave"," Collingswood",+1-555-1769,3,duptest87@example.com,2,0,0
dup-test-88,"113 Elgin Ave"," Collingswood",+1-555-7830,3,duptest88@example.com,1,0,0
dup-test-89,"113 Elgin Ave"," Collingswood",,0,,0,0,1
dup-test-90,"113 Elgin Ave"," Collingswood",,0,,0,0,0
dup-test-91,"113 Elgin Ave"," Collingswood",+1-555-8985,2,duptest91@example.com,1,0,0
dup-test-92,"113 Elgin Ave"," Collingswood",,0,duptest92@example.com,2,0,1
dup-test-93,"113 Elgin Ave"," Collingswood",+1-555-5206,3,duptest93@example.com,1,0,0
dup-test-94,"113 Elgin Ave"," Collingswood",+1-555-9571,1,duptest94@example.com,2,1,0
dup-test-95,"113 Elgin Ave"," Collingswood",+1-555-7913,3,duptest95@example.com,1,0,0
dup-test-96,"113 Elgin Ave"," Collingswood",+1-555-5296,3,duptest96@example.com,1,0,0
dup-test-97,"113 Elgin Ave"," Collingswood",+1-555-3409,1,duptest97@example.com,2,0,0
dup-test-98,"113 Elgin Ave"," Collingswood",,0,,0,0,1
dup-test-99,"113 Elgin Ave"," Collingswood",,0,duptest99@example.com,1,0,1
dup-test-100,"113 Elgin Ave"," Collingswood",,0,duptest100@example.com,2,1,1
